,embedding,rnn,fc
0,0.20717584457527968,0.012710950520229858,0.09849537720394134
1,0.18565603293245658,0.01540787484145767,0.12130908075171949
2,0.18628259516359927,0.017792344638640618,0.13138638832242577
3,0.2012776762324696,0.02180666931462838,0.13982550613945932
4,0.2364241971032849,0.026842833606375887,0.1521326944772833
5,0.2573722732195165,0.029635855188341036,0.16318852222927185
6,0.2729023131056844,0.03200922076151377,0.17193918639046993
7,0.2842681756010279,0.033848310030710614,0.17747522277689617
8,0.2909120932260218,0.035320443241895795,0.18134161577715227
9,0.2970106017892249,0.036281756893610385,0.183978354211528
10,0.3022279522750371,0.03729054124232789,0.1868213842390105
11,0.30474275737651624,0.03777844538611438,0.18901766971369702
12,0.3093893949408084,0.03822057811460885,0.19084245968648852
